lable	label	text
1	感谢	I’m really pleased to have got my #COVID19 vaccine as a NHS worker. \n\nThank you to the colleagues who administered… https://t.co/cHFXOupAPI
1	抱怨	Boris Johnson did this. There has been a vaccine since November. \n\nSince November 8th we’ve had 65k needless deaths. https://t.co/5EeQQ7oNas
0	批评	@NYGovCuomo My 90 yr old Mom in Ulster County can't travel 100 miles to a state site you've sent almost all the vac… https://t.co/wPcRqyPsAk
0	批评	Stupidity https://t.co/zsS645airq
0	引述	FDA review confirms safety and efficacy of single-shot Johnson &amp; Johnson coronavirus vaccine, especially against s… https://t.co/uVOEUatZX0
2	邀请/建议	Vaccinations for blue collar workers! https://t.co/lCtyqpJ5qt
0	引述	Oregonians, vaccines are coming soon! March 29 is likely for people 45 and older with underlying conditions  https://t.co/ebTfTQ9mTV
1	希望	@DrPunamKrishan I’ve had Covid and had the first dose of the vaccine, I’d rather have the sore arm and headache tha… https://t.co/fDxz7nYsBH
0	断定	If I get hospitalised with covid I am more likely to die\n\nI am not at more risk of getting covid, I am not at more… https://t.co/pkJ5rI2x0h
0	批评	@StuffedFantod It's a bad to have indoor dining, but to write off restaurant workers getting the vaccine is unconscionable to me.
0	引述	"Brandenburg sent her text messages promoting false beliefs he supported, including that the sky was not really the… https://t.co/Suum5JWrld
0	引述	@UNICEF country representative has denied the story that ran in @Zimindependent claiming that @MoHCCZim had banned… https://t.co/waWNEDWbln
0	引述	Minnesota hospitals say state's vaccine distribution is at 'untenable crossroads' https://t.co/iUFnRuGSxf via @mprnews
0	批评	not everyone can just so casually take the vaccine i heard. this is disgusting lmao use your soldiers if u so want… https://t.co/bll3GQ7vZT
1	希望	I need a vaccination and a vacation
0	引述	Here's another reminder to sign the petition to stop the rollout of vaccine passports.\n\n#NoToVaccinePassport \n\nhttps://t.co/NgoIz3Ny10
1	反讽	@MeidasTouch Welcome to Florida! The land of morons and MAGATs, where the Governor is Trump’s puppy. @GovRonDeSantis #COVIDIOTS
0	质询	@HowieCarrShow @MassStatePolice Howie, why hasn't anyone mentioned the fact that a lot, if not all pols have alread… https://t.co/52C6uTUhMx
0	陈述	Pfizer says South African variant could significantly reduce vaccine protection.
0	陈述	I’m getting my first does of the Covid vaccine this Sunday I can’t wait and my second dose will be right before Opening Day #LGM
2	请求	Vote the eugenics party, atleast they will destroy our freedom of movement quicker!
0	质询	@DanielBleakley How did we go from a nation with one of the highest vaccine take up rates in the world to having 20… https://t.co/uIDnOaDSmg
1	希望	Call me greedy but I want to get back to normal sooner rather than later. I haven’t seen any friends in over 12 mon… https://t.co/YUbRtjCIAx
0	引述	Dr Chin: Free vaccination for all Malaysians aged 18 and above https://t.co/OfWGIFc8OI
0	陈述	FDA approves Pfizer's #Covid_19 vaccine for emergency distribution in the US?\n\n#Boycott Pfizer, Moderna and others. Vaccines are poison!
0	批评	@OeshenMayu @linguist_lawyer @AdithyaR_YXE @jcstauff Are you suggesting eliminating people? That sounds a lot worst… https://t.co/aHZHnrfKHf
0	陈述	The vaccine is being rolled out perfectly well in the South of Scotland according to many I know who have already h… https://t.co/su28f0SlyC
0	陈述	This morning, Ambassador @MichalisRokasEU was on @BFMradio getting grilled by the redoubtable @shouningbfm about va… https://t.co/x8bu3hVreM
0	推测	@irishexaminer Or is O'Leary saying what everyone is thinking?.. That the useless government should pull their fing… https://t.co/HwEL95TNTd
0	断定	@CortesSteve First climate always changes. Who was there doing the last ice age? Bill Gates a godless globalist. Hi… https://t.co/1l01Y8rrfx
0	批评	@WhiteHouse Where is the Marxist Democrat outrage with Cuomo committing Genocide on US Seniors in nursing homes &amp; c… https://t.co/SDqJxcYVb8
1	攻击	@AmandaJBrunker What an absolute shower of 🤬 #COVIDIOTS , ya can't fix stupid but they couldn't give a continental,… https://t.co/kpTkSC5Ihg
0	引述	Blue Shield’s work officially begins today as the state’s “third party administrator” for vaccine distribution. https://t.co/Whn02IeAmD
2	咨询	@jarboe_pam I think she can still get the vaccine? Idk if it will help. I hope she's ok, my daughter is an RN
0	赞扬	@FinancialTimes That's a tremendous idea. What could possibly go wrong with a rampant wave of infections to give th… https://t.co/xUYq3lZpuK
0	陈述	Arm a little bit sore next day &amp; mild hangover-type symptoms no worse than what I regularly inflict on myself volun… https://t.co/XRQxLfq6Om
1	攻击	Imagine being this fucking stupid. @MeghanMcCain https://t.co/Ax1K3uA8lI
4	other	A vaccine love story.\n\nA: I am interested to build a life with you. Will you marry me?\nB: What do you think about v… https://t.co/xbhHqtgvYF
2	请求	Please cancel Family Day this year. People have no sense. Numbers will spike just like they have after every other… https://t.co/btZdToFD1o
0	引述	Astrazeneca doesn't protect well against the South African strain.\nhttps://t.co/Vpr6kAR12V
0	质询	@realDailyWire @maryfloor The vaccine seems to be a killer?
0	引述	Questions about the vaccine? England’s deputy chief medical officer Professor Jonathan Van-Tam has some answers! 👇\n\nhttps://t.co/d9hy14TKoZ
0	批评	They think we are retarded. \n\nI'm ready for the pendulum swing https://t.co/xtXRSS0hDM
0	陈述	In an unrelated survey, % who say it's unacceptable for ATF to be a Government Agency and not a Convenience Store… https://t.co/j9P1OZRX4E
0	赞扬	Incredible... I love our scientists! https://t.co/P5L3L5KjgW
0	断定	@DruStoryNews The fact of the matter, that the vaccine even though it's being distributed it's very pseudo . That v… https://t.co/ClrARYBOMG
0	断定	@nomadpossum @JJHTweets @KateWilton1 @CNN @POTUS But our infection rate is so high the risks of leaving larger numb… https://t.co/UCEj6pPk7P
1	希望	@bbonthebrink Not long now, hopefully, with vaccine on the horizon.
3	承诺	alright vaccine scheduled for next Saturday instead😎
0	陈述	All the UK vaccines are grown on EU-sourced RNA. We don't make it here. Literally injecting EU metrification into t… https://t.co/CL14e1m3o7
0	批评	@ronaljimho @haaretzcom Treachery implies ill intent. This is pure evil.\n\nDec 22, 2020\nDC passes bill to vaccinate… https://t.co/LcudRQD8B0
0	引述	Ten million people in the UK have now received their first dose of a coronavirus vaccine https://t.co/9HOGs6BlYP
0	引述	US pharmacies could administer up to 100 million doses of Covid-19 vaccine a month. Here's how \nhttps://t.co/tBYlPmeWai
1	希望	Can’t wait to get the #vaccine so it’s my turn to do the #BillGates/5g joke
2	咨询	What side effects? https://t.co/AvKEguyoUh
1	希望	@rtenews Hopefully not at the expense of 65 to 70 year olds who seem to be being forgotten. Told we’re vulnerable a… https://t.co/PeTTVkX8VC
0	引述	Sterling Heights to use former auto center at Lakeside for vaccination site https://t.co/FWYC7bGLrX https://t.co/dH0umtJ11G
0	引述	China: Man selling salt water as COVID-19 vaccine arrested | More here: https://t.co/LELtZHVaoY #CitiNewsroom
0	批评	@politico DeSantis caused thousands to die from Covid in Florida, by lying to Floridians about the virus.\n\nHe also… https://t.co/haAWor4h05
0	引述	(BPRW) SCAN Survey: Vaccine Mistrust Among Family Caregivers Puts Vulnerable Seniors At Risk  https://t.co/TzWcJc4HFx
2	请求	Arranging training for our HCA's to be involved at our vaccine hub at Leigh Sports village. Intra-professional work… https://t.co/RrLpI51o5A
0	批评	@christinek2010 @CalStateLA A layperson should not have to go to three different websites to figure out where to ge… https://t.co/gIBySZNe0X
0	批评	Terribly written splash, with front page leaving me none the wiser about who said what about whom... https://t.co/dQFWfQIsM0
0	同意	@POTUS Yeah.  Like open up a 1000 places to give the vaccine when the states are closing places down because they d… https://t.co/AKz1pjtWxf
0	析因	@SkyNews Why have a certificate to travel if you have had the vaccine when it doesn’t stop you from getting Covid a… https://t.co/fCrlndLY8a
0	陈述	RioMed has curated a COVID-19 #vaccine management solution to help the #governments and hospitals to deploy #COVID… https://t.co/mJOovi2qeN
0	陈述	This is the first I’ve read about the impact of #COVID19 on people w/ various disabilities. In the UK, they have be… https://t.co/xX6Vl7kFn9
0	陈述	NHS England figures show 99.99% of under 60s have NOT died with Covid.\n\nThe 0.01% who did die over the past year di… https://t.co/xhMPjOA79k
0	质询	183 jags to go until vaccination in elderly care homes reaches 100% in Scotland! Really?! The data is based on an E… https://t.co/IIms8uLvz7
0	陈述	New state vax sites for BROOKLYN &amp; QUEENS go live for appts TOMORROW MORNING AT 8AM! Check here for zip code eligib… https://t.co/odmkHTS6zJ
0	引述	Haywood COVID vaccine update https://t.co/8TASTLjK0G
0	推测	@WesPegden When transmission is concerned, inequalities are often exacerbated by interventions. I wrote a paper on… https://t.co/LXD1oXgm26
0	断定	@laurens_matt @nytimes It's not a vaccine it's a therapudic. Vaccine should prevent disease.
0	断定	Bhagora Fandom Is Virus and I am Their Vaccine.. :)\n\nOUR INSPIRATION RUBINA
0	引述	Petition: Do not rollout Covid-19 vaccine passports https://t.co/bjYZMONrbQ
0	陈述	Human beings avoid outdoor activities until Sunday when they die of embarrassment. Vampires without heart  or brain… https://t.co/BpnverXpQv
0	陈述	@wmfeorlando @howlmedia @kscalesWDBO @WDBONews @SamsClub When I go to check eligibility for the #COVIDVaccine at th… https://t.co/XYRwE0Iu4r
1	反讽	A 19 year old hospitalized with heart inflammation after getting the second CoVid vaccination. That's normal, right? https://t.co/LWUnwNfGsf
0	引述	How does the J&amp;J Covid-19 vaccine affect US Covid-19 drive? https://t.co/o6mwBZkh84
0	批评	Vaccination passport is a pure matter of discrimination, people indoctrination and enslavement\n\nNobody should accep… https://t.co/CiBxPOFRnE
0	质询	“He vaccilates- we vaccinate”. Been saving that one, hasn’t he?  #PMQs
0	陈述	@MailOnline So only 400 people under 60 with no underlying conditions have died since the start of the pandemic, bu… https://t.co/dsnUGf2YPe
0	引述	⚡️ "Why wealthy places like Beverly Hills have higher vaccination rates" par @latimes https://t.co/Rq1WPRVY3T
1	反讽	State of “journalism” in some banana republic. As if Rihanna told them to add roohafza in vaccine and drink it up d… https://t.co/ZqLgdVnM9P
1	难过	@ArielMcDowell12. I’m sad to see you go:( https://t.co/h8RIDbAMoV
1	反讽	@sammwittings I was reassured to be invited to book a vaccination from my GP surgery and not a 'jab in people's arm… https://t.co/WC731w0bgx
1	反讽	@dekecoe14 @ScoonTv You should research Assimilationist Eugenics. The elitist blacks, DuBois' supposed talented ten… https://t.co/1wfQNb3mal
0	批评	@AmbRice46 Comrade Biden and Marx Harris (Dumb &amp; Dumber) must be impeached for their COVID -19 incompetence, use of… https://t.co/el3iHKH16W
0	断定	The people who don’t want the vaccine tend to be the most vulnerable as well 😂 they just saw a Facebook post about… https://t.co/ASuumyFjxr
1	攻击	Michael Porter Jr. playing like shit. Prolly anxious as fuck thinking about the NBA mandating the vaccine.
0	析因	Because they know they've been 'rumbled' https://t.co/BuGOiymVbi
0	引述	Chinese COVID-19 vaccine due for delivery to Thailand between February, April https://t.co/zggJXDGfMG
0	断定	@LonelyGoomba It won't be long until natural selection gets to those anti-vax people and the other reasonable and sane people will remain.
0	引述	Read this if you were counting on 2d vaccine shot to protect you against COVID-19. @LATMelissaHealy https://t.co/TzWkeFvCZT
1	反讽	@spectatorindex God works hard but Isreal vaccination clinics work harder
1	反讽	She can’t even say Oxford when referring to the Oxford Astrazeneca vaccine 🙄 #resignsturgeon
1	抱怨	💉 The Petco Park COVID-19 vaccination super station is closing again starting Saturday due to a shortage of the Mod… https://t.co/cAYDrUpqBw
1	难过	Ever since my grandma got her first vaccine shot, I’ve been on edge bc I know it effects everyone differently and s… https://t.co/B2VHt6xmDQ
0	批评	@fordnation All we’ve heard are the hypocritical voices of our government telling us that we should be protecting e… https://t.co/IT8ohtGpZG
0	质询	Who in Pak is taking it?the civilians or the officials who approved for it to be used? https://t.co/NQu8OqiqBU
2	咨询	What's the current death toll from these vaccinations.\nHow many Vax victims have suffered strokes and are now subje… https://t.co/yzYUlCnPAj
0	引述	FDA Panel Greenlights First Single-Shot COVID-19 Vaccine, from Johnson &amp; Johnson https://t.co/PC21tn1Atp
0	引述	bbchealth: Coronavirus doctor's diary: Why are some of Bradford's elderly refusing the vaccine? https://t.co/fsh4Dms0Pv
0	陈述	I once wondered if I could see myself with this guy, but then he said "Hitler had it right, he just targeted the wr… https://t.co/1S2pZ7KRiu
0	批评	@kimKBaltimore Lied about vaccine - didn’t have it but videoed getting it duh!
0	不同意	@Annakhait DO NOT GET THE VACCINE
0	不同意	@Kath_E_Trott Of course not!After all it was during the eighties when Mulroney was PM that our vaccine facilities w… https://t.co/FqATY1ucLY
0	批评	They are deliberately distorting what a vaccine should do. Have you seen how they calculate efficacy??? 🤣🤣🤣🤣🤣😀😀it's… https://t.co/TahNpCz1jJ
0	同意	@tomwatson @melissadderosa Exactly! Rockland County hasn’t had vaccine supply in over 3 weeks! We get the following… https://t.co/ldwGQbJAoD
0	陈述	True statement:\nI know more people personally that have gotten sick from the Covid vaccine than from Covid itself.
0	批评	@BumpkinMans You are uninformed \nLet’s say they will vaccinate 95% of the people \nThey are already pushing the scri… https://t.co/TgFj7thtH4
0	批评	They lie with every word they speak and print https://t.co/yfzBm5Ngc1
0	引述	Across The South COVID-19 Vaccine Sites Missing From Black And Hispanic Neighborhoods\n\n#CovidWhileBlack https://t.co/j1v5CqcEZ8
0	质询	@CTVNews @CTVNews Why didn't you remind @erinotoole, the @CPC_HQ leader that it was CONServative PM Brian Mulroney… https://t.co/aCaeYuL1tg
0	引述	The $9.2 Trillion Price Tag for Failing to Vaccinate World - Bloomberg #covid  https://t.co/hnuG4dmMeF
0	引述	man capitalism sure is great  https://t.co/pPa25WMu8A
0	引述	Vaccine manufacture - How vaccines are made, and why it is hard | Science &amp; technology | The Economist https://t.co/i3v5RSzWnn
0	陈述	My second dose of the COVID vaccine KO’d me and I slept all day so now I’m AWAKE
0	陈述	@DrNeilStone @jburnmurdoch Israel prevents Palestinians from getting a vaccine against the COVID-19.\n\n#FreePalestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸
0	引述	“I want the government to succeed but at the same time I don’t because it looks better for me.” @erinotoole https://t.co/fFevzM6BJt
0	陈述	Fact: 70 year old man dies 25 minutes after taking the vaccine. Head officials claim the man had shown no adverse n… https://t.co/pBZtNn7btB
1	反讽	@pennyb The truth is this isn't the covid vaccine, but a super soldier serum, and he shall never die.
0	引述	@nbilka @MaxCRoser The OWID numbers are coming from the CDC https://t.co/qCa9tiC4PA
0	引述	@hughriminton First for COVID-19 vaccine and vaccination hubs in WA revealed https://t.co/lW3Hj51nMI
0	引述	Covid vaccine: FDA says shots for new variants won't need large clinical trials https://t.co/Ekdo54wE7p
0	断定	@RobertKennedyJr ✔️Nothing makes sense about this vaccine other than it can and will do harm to many.
0	引述	Lmao- Liberal Math!\n\nHealth Canada agrees Pfizer-BioNTech COVID-19 vaccine vials have six doses https://t.co/SKrLpnfyTX
1	反讽	@aurabogado @JoshuaPotash lol. every other photo of someone getting the vax they are smiling or sitting there norma… https://t.co/hyXx47DNYV
0	引述	@FaultyWires1 @phank211 @thehill &amp; then there's this...\n\nhttps://t.co/aJCHfYCiQV
0	陈述	@blaireerskine I had to lift my jaw up off the floor when I heard her say that. You know our country is in trouble… https://t.co/fxJl8yUc9O
1	抱怨	Africa still waiting on their first vaccine does damn
0	陈述	This one go born pikin carry am go collect polio and smallpox vaccines but taking COVID vaccines is a lack of faith… https://t.co/kP1Xlv9NwF
1	感谢	We thank you by not allowing you access to LF tests if you are in a private setting. By not allowing Masks to be wo… https://t.co/8tfureEfxL
1	反讽	If you didn't order enough vaccines you can always have your politicians post photos to create the appearance that… https://t.co/8ABjLgKWzq
0	批评	Honestly, the vaccine effectiveness reporting might have been some of the worst of the last year - what this means… https://t.co/XQ3zPaNbIO
2	请求	PAY ATTENTION THEY WANT YOU TO REGISTER FOR THE VACCINE SO THEY ASK FOR SOCIAL SECURITY NUMBER WHY AND THEN YOU SIG… https://t.co/LwytAi72wM
0	批评	@BettyJa08291909 @GRHutchinson Pregnant women should not have this mRNA injection. It hasn't been tested on pregnant women!
0	推测	@JustinTrudeau Maybe you should be more worried about getting the vaccine to Canadians and less worried about other countries problems.
0	引述	"Younger Military Personnel Reject Vaccine, in Warning for Commanders and the Nation" by Jennifer Steinhauer via NYT https://t.co/uBSy2sehXY
0	陈述	People who defend the Gates Foundation making the Oxford vaccine exclusive to AstraZeneca, claiming that it's the o… https://t.co/Q7vArNFtG0
0	赞扬	@MattHancock well done for giving the vaccine to keep every one safe https://t.co/aPGzU5WqUI
1	反讽	@jengleruk Is his title actually Vaccine minister?  (Of course that is all they believe means health in the last decade)
0	析因	This exactly why the fake news is the fake news. Because of TRUMP the U.S. has a vaccine. I'm looking forward to th… https://t.co/bejjbdADcz
1	惊讶	Wow!! What a difference https://t.co/thQIOsinKj
2	请求	@fordnation @Sflecce @DrFullertonMPP FYI and please don’t screw it up! https://t.co/wcahrYrQa2
0	推测	Probably... Even though no one can chose when they’re offered the vaccination. The DWP never miss an opportunity li… https://t.co/8uib66BYHq
0	引述	RNA memory hypothesis -- does this make RNA vaccines more scary? https://t.co/JDC14kKAuX
0	批评	@kellysue07 @marcthiessen @Danishova That is absolutely idiotic.  We know the VIRUS has potential impact on the rep… https://t.co/4rOG6IHMEF
1	感谢	Well deserved 👏 thank you Glyn for all that you do for @SHNcares and our Scarborough community https://t.co/eT6p12hW84
0	质询	@cjsnowdon @JuliaHB1 Why do all these SAGE members look like they never go out. Once we have the vaccine they said,… https://t.co/NDVzlFd1dJ
0	断定	@BBachkora @pottercm @PM15_4president @cdotharrison Unfortunately it seems that some healthcare workers’ vaccine de… https://t.co/eodYX1VD02
1	反讽	The economic illiteracy in this tweet is awesome... truly astounding https://t.co/hscZAGj1Tp
1	惊讶	I'm absolutely SHOCKED that this is going on in Alabama. https://t.co/ViUi2lq1Ft
0	引述	UK Government : People with Asthma should be in Group 6 for Covid-19 vaccine. - Sign the Petition! https://t.co/0EoNWgi5dq via @UKChange
0	陈述	WHO EXPERT PANEL : RECOMMENDS USE OF ASTRAZENECA'S COVID VACCINE IN PERSONS AGED 65 YEARS AND OLDER
1	希望	I hope this is true. The public health bureaucrats actively undermining enthusiasm for the vaccine is a very dark s… https://t.co/gMETHifV1b
0	批评	YOU CANT do anything right https://t.co/eyylsPEAWQ
1	欣喜	Great news!✨\nNow there are three approved vaccines!\nThat \nWe have\nNO\nACCESS \nTo 🙂🙃👏 https://t.co/bI787BU5gZ
2	邀请/建议	If you have questions about the vaccine efforts in West Virginia, we want to hear them. Use the hashtag… https://t.co/9HNi3MG5Es
1	欣喜	Always good to see some real world data to support #COVID19 #PfizerVaccine efficacy.  \n🇮🇱 is ahead in vaccination r… https://t.co/TvFgGtnZC1
0	批评	People STILL don't get it.\n\nWhen humans continue to support and vote for garbage, you get more garbage.\n\nDecades of… https://t.co/qg12TGss1y
0	引述	UK launches new 'mix and match' vaccine trial combining Oxford and Pfizer jabs https://t.co/UhkhJvCfgc https://t.co/3uPZ8B7Uj7
1	欣喜	This is excellent news but isn’t the phrase ‘whole new ball game’ rather than ‘board game’? Have I been getting thi… https://t.co/U7J7oxPj2H
0	陈述	@kristenhutch There’s also been talk of a travel passport with the vaccine 🤯
0	陈述	@ThePubliusUSA And some folk can’t get appointment to to get the vaccine. For the Democratic hoax
0	引述	Following the Taoiseach's speech which placed the vaccine rollout at the centre of all 'hope' news breaks of shortf… https://t.co/xnh7lXPXoq
0	质询	@drdavidsamadi Doctor Samadi, I ask a question. Why were the type of "vaccine" of Pfiser and Moderna being develope… https://t.co/ESBo0jV4wu
0	断定	@c_hubble @deanbegley1 @latimeralder @McGiff The vaccine is effective - against the virus is was made to match.\n\nBu… https://t.co/jPALbCKYqg
0	断定	@gorgy2308 @DPJHodges That's somewhat different to the UK signing up to / coming up with a national / international… https://t.co/Gkh8v1cxGj
0	陈述	@DrZweliMkhize @MbuyiseniNdlozi Tups up Dr Zweli 2 nationalise vaccine, South Africa spend a lot of money in a medi… https://t.co/q8ZqRPqVMa
1	惊讶	This is amazing! https://t.co/H5dgCngSOQ
0	引述	Dozens of people develop rare blood disorder after taking coronavirus vaccines – reports — RT USA News https://t.co/VnNaAxx9NZ
1	难过	@courtneyblewis @gregggonsalves It’s so frustrating! We finally succeeded by working that horrible state vaccine fi… https://t.co/qdyd3iGZt2
2	请求	@JulieRoedding @juztmike01 @markmulroney You should research that more. The only thing the vaccine does is lower th… https://t.co/dbtchLNxTp
1	欣喜	@Stonekettle I’m glad you received your vaccine. \nI hope you have a good night’s rest &amp; a wonderful weekend.
3	拒绝	Only 500 thousand? I see no reason to get A vaccine or wear A mask https://t.co/YA3Kuy6fgu
1	难过	@HHSGov I'm a 59 year old retired Navy Chief with severe heart failure. Still no word when a vaccine will even be a… https://t.co/NkIbR7f3IT
0	陈述	@jode2k75 Nearly 2 and a half million Oxford/AstraZeneca vaccination jabs....
0	批评	Mr "Facts over Feelings" Ben Shapiro *feels* that there should be no more lockdowns or mask usage once a vaccine is… https://t.co/YsdFcbudsG
0	引述	‘Vaccine’s Only Side-Effect Was Mild Fever Overnight’ \n\nSaroj Kumar, 49, a frontline worker from Uttar Pradesh, is… https://t.co/QfUs6pPKoQ
0	引述	#Venezuelan president announces the arrival of 100.000 doses of #SputnikV vaccine\nhttps://t.co/qKDkKJZTti
0	引述	Covid vaccine centres across Suffolk to reopen after Storm Darcy https://t.co/7uWocJITaq
0	引述	@Julie_A_McLeod Who said it is? \n\n"Gavi CEO Berkley said grp's most imp role is to "supply vaccines for countries t… https://t.co/PrTILMHXGQ
0	陈述	Denmark is introducing a "vaccine passport" and other countries are about to do same.\n\n Isn't a vaccine passport ba… https://t.co/k3OFUuYT95
0	引述	Biden confronts regulatory maze and hazy messaging in push to reopen schools. Vaccinate teachers and staff now  https://t.co/YSvPjdmN5p
2	邀请/建议	@AM800News @zbroeckel800 We need to vaccinate our elderly living in the community, so many sad, preventable deaths.… https://t.co/TFecXCVpxj
0	引述	He added ‘It seems to me more and more people understand what it is, and more and more people understand that it is… https://t.co/qnPGbjv47n
2	咨询	Exactly the concern I had when I saw the registration thing. What form of precedent are we setting? Who are the pri… https://t.co/w5nlYhhTio
0	引述	Questions arise over use of AstraZeneca vaccine for elderly https://t.co/PMD1Lu8LFm https://t.co/mIrN5nlnUL
0	批评	@BBCNews All this for dodgy PCRs.\n\nExpect far worse.\n\n#GreatReset, no questions from the BBC!
0	质询	@JH8420 @PhilipWatson_ @SandraWeeden if they have already had the vaccine, what would be the point worrying them?
0	引述	Covid: Wales first in UK to reach February vaccine target https://t.co/Swl6k31rYw
0	陈述	@EricG1247 Haven't had the vaccine yet but asked my provider about it since I have a sulfa allergy. She said I'll be fine.
0	推测	@bee_terrence @KellJefferiss @PoliticsPollss We'll have to agree to disagree. The vaccine helps lower transmission… https://t.co/AqY81WVgUC
0	陈述	Health officials in West Virginia became concerned that they were facing a communications problem in Dec after seei… https://t.co/scNAuHzE3p
0	引述	Police called to CVS after out-of-state group was denied COVID vaccination\nhttps://t.co/jfYQEkXnBV
1	感谢	@POTUS Thank you President Trump for getting the vaccine done I wrap speed!!!
2	邀请/建议	It’s not hard. Vaccinate teachers and then open all the schools you want. https://t.co/Vxtcn7y6Gk
1	攻击	This man is so gross. 🤮 https://t.co/V4QMqdpoAz
2	咨询	This is a good idea actually, my only concern is how does the said companies would acquire those vaccines? https://t.co/dAMv9M3E23
0	陈述	@torstrick Medicare cuts, more war, mass vaccine experiments and new cages for migrant children. What exactly were… https://t.co/JQ23w7sZ4C
0	析因	Increasing access to COVID-19 testing/vaccinations is my Office's top priority because of people like Reola. As the… https://t.co/s9yxfUNaUD
0	批评	Maybe so....\n\n...but it's incompetence from the feds on both border control / honour system quarantines....\n\n...AND… https://t.co/MkwNY1KVmy
0	陈述	People over 65 years old account for ~70% of all #Covid19 deaths in #LosAngeles, with Hispanic and Black seniors be… https://t.co/JzUrh901ef
0	引述	@IanMurrayMP "Let's have a task force for independence"\n"What about vaccination roll out?"\n"We'll just blame UK Gov… https://t.co/uojJNOx6BX
0	陈述	Brilliant message just now on most channels. Only a fool would not accept the #COVIDVaccine
4	other	Why I want a passport to freedom: Yes, it's hugely controversial - but vaccine certificates are the only way to get… https://t.co/SqZGeXtYyO
0	引述	@mariaamichaela @StirileProTV Am citit si eu despre Franta \n\nSi India&gt; pfizer https://t.co/JOdR4NWjHy\n\n"Safety and… https://t.co/IFBHYjSJsJ
0	断定	We don't just vaccinate children for COVID-19 to protect them alone (there is suffering, rare MIS-C, very rare deat… https://t.co/dOKKdn0xWE
1	攻击	Literal boots in the ass.\nGood! https://t.co/W8K16bVsQg
0	断定	@Oribeto85 So is the disease!!!! You couldn’t have had an old vaccine for COVID of 2019!
2	咨询	@PPaulCharles @IATA @ThePCAgency And if one cannot get a vaccine by May, presumably a testing regimen will still allow travel?
2	邀请/建议	@RepDLesko You of all people shouldn't talk about unity. I am a constituent of yours. Every time I get on Twitter t… https://t.co/yVh6XQPRxK
0	推测	Alternatively: #Brexit voters are more likely to be gullible and swallow damaging lies despite clear evidence aroun… https://t.co/xw3N3jEAN7
0	陈述	@RootVegRockStar I told my daughter I was going to lick everyone's faces once I got my covid vaccine. She was nonpl… https://t.co/mG4Os4M6x1
0	断定	@mmjblair @Wolf14064576 @ClarkeMicah Its ramped up for sure. Noticed the blue ticks pushing the vaccine 'when you get the call'......
0	引述	Macron vs #Hollande #2022😂🤣\nhttps://t.co/1HSJz6aH8e
2	咨询	@chinad01169 @Pancheers @FranArian @rob_from_ash See, not so bad. Did you get your vaccination?
0	引述	Covid Vaccine Shots at ISM Brookfield - Please Read &amp; Register - https://t.co/At5R3rO2TP https://t.co/YVoAbZ5h8s
0	引述	@SikhForTruth @BunnanaKatana Antivaxxers insist that every death before a vaccine isn't caused by vaccine preventab… https://t.co/bAJCjrdoEQ
0	析因	exp spread. They are estimates that use a certain math relationship. Extra errors come in to the picture because ma… https://t.co/zZpojMeHjt
0	引述	Israel expands vaccination drive to anyone over the age of 16, starting Thursday | The Times of Israel https://t.co/HoN5yexpNn
0	引述	Countown on for national vaccine roll out\n\n📰 » https://t.co/LWEW94C0Fn https://t.co/LF8xiwCNl0
0	质询	@crampell @CNNSotu Why get a vaccine to not do anything
2	咨询	Did a Brit write this? https://t.co/Bn111KqyQD
0	陈述	@stsnowflake10 Seniors in Hampton Roads Virginia that aren’t a member of the Sentara health care club still can’t get a vaccine.
1	感谢	Thank you @SupFletcher for your leadership, today I was able to get to an appointment for my 80 year old mother to… https://t.co/nUVvqLwgZ2
1	反讽	@girlsreallyrule @Tanis42 Maybe if she tossed her hair down the tower some prince with a COVID vaccine will climb up to her tower?
0	同意	@curtremarks Agree that would be good to know, but unused doses doing no one any good. Our goal should be to vaccin… https://t.co/b66jBW54wN
0	析因	@we_8_pompey @ladbible Her job required her to have a vaccine because she comes into contact with people. She didn’… https://t.co/sk4k1qIJgZ
0	引述	@CEPIvaccines @gavi @WHO @UNICEF Hi! I own domain  https://t.co/LhIxD0K4sz  .Now this for sale.Want to buy?\n\nfredri… https://t.co/EhD3xmsbkc
1	反讽	The people who set up the Super Bowl halftime shows should be in charge of the supply chain of the vaccine
0	引述	What's behind Japan's vaccine scepticism? https://t.co/kiv3NdJ2wG via @spectator
0	引述	President, vice president take virtual tour of stadium vaccination site, an example of future sites https://t.co/6Zb55wYCA7
0	引述	North Korea ‘tried to hack’ Pfizer for vaccine info – https://t.co/cI8JB8zCbO | #Hacking | #computerhacking https://t.co/U93Tw9gZNI
3	承诺	@KartikeyaTanna @sunandavashisht We will explain farm laws first to Canada, When they understood, We India can move to vaccine
0	引述	@kenearlys @jburnmurdoch Data from here https://t.co/jRbUyoZ424
0	陈述	@LynzforCongress And MO is 50th in vaccine distribution.
0	批评	Jaw dropping! Especially for a country whose history is full of conspiracies and fights for independence. Persisten… https://t.co/6Pj0NZjA9X
0	引述	‘Science matters to all of us’: the facts about the COVID-19 vaccine https://t.co/siYPoyvhe4
0	引述	You need to see this!👇\n\nhttps://t.co/KPujJXfoMg
